Label,Date,Value
Purchased options,2020-09-30,935670000000.0
Purchased options,2021-06-30,600918000000.0
Purchased options,2021-09-30,585102000000.0
Purchased options,2021-12-31,522591000000.0
Purchased options,2007-09-30,450253000000.0
Purchased options,2007-12-31,472288000000.0
Purchased options,2005-06-30,14131000000.0
Purchased options,2001-06-30,1212988000000.0
Purchased options,2001-09-30,1049276000000.0
Purchased options,2001-12-31,1562045000000.0
Purchased options,2002-03-31,1502152000000.0
Purchased options,2002-06-30,1637480000000.0
Purchased options,2002-09-30,1880776000000.0
Purchased options,2002-12-31,1793132000000.0
Purchased options,2003-03-31,1867100000000.0
Purchased options,2003-06-30,2033504000000.0
Purchased options,2003-09-30,2168045000000.0
Purchased options,2003-12-31,2348333000000.0
Purchased options,2004-03-31,2536312000000.0
Purchased options,2004-06-30,2855747000000.0
Purchased options,2004-09-30,3149127000000.0
Purchased options,2004-12-31,3056182000000.0
Purchased options,2005-03-31,2724298000000.0
Purchased options,2005-06-30,2853494000000.0
Purchased options,2005-09-30,2970450000000.0
Purchased options,2005-12-31,3184974000000.0
Purchased options,2006-03-31,3367542000000.0
Purchased options,2006-06-30,3594733000000.0
Purchased options,2006-09-30,3532090000000.0
Purchased options,2006-12-31,3839955000000.0
Purchased options,2007-03-31,4108243000000.0
Purchased options,2007-06-30,4644129000000.0
Purchased options,2007-09-30,4755099000000.0
Purchased options,2007-12-31,4817144000000.0
Purchased options,2008-03-31,4431829000000.0
Purchased options,2008-06-30,4529129000000.0
Purchased options,2008-09-30,3876904000000.0
Purchased options,2008-12-31,4107210000000.0
Purchased options,2009-03-31,3958848000000.0
Purchased options,2009-06-30,3919207000000.0
Purchased options,2009-09-30,3851413000000.0
Purchased options,2009-12-31,3852542000000.0
Purchased options,2010-03-31,3592285000000.0
Purchased options,2010-06-30,3306895000000.0
Purchased options,2010-09-30,3537622000000.0
Purchased options,2010-12-31,3374747000000.0
Purchased options,2011-03-31,3690392000000.0
Purchased options,2011-06-30,3823807000000.0
Purchased options,2011-09-30,3629505000000.0
Purchased options,2011-12-31,3427626000000.0
Purchased options,2012-03-31,3527784000000.0
Purchased options,2012-06-30,3558704000000.0
Purchased options,2012-09-30,3509111000000.0
Purchased options,2012-12-31,3490551000000.0
Purchased options,2013-03-31,3565008000000.0
Purchased options,2013-06-30,3726659000000.0
Purchased options,2013-09-30,3771095000000.0
Purchased options,2013-12-31,3730140000000.0
Purchased options,2014-03-31,3888111000000.0
Purchased options,2014-06-30,3972049000000.0
Purchased options,2014-09-30,3776854000000.0
Purchased options,2014-12-31,3579056000000.0
Purchased options,2015-03-31,3246879000000.0
Purchased options,2015-06-30,3433262000000.0
Purchased options,2015-09-30,3430462000000.0
Purchased options,2015-12-31,3195211000000.0
Purchased options,2016-03-31,3220713000000.0
Purchased options,2016-06-30,2967321000000.0
Purchased options,2016-09-30,2871892000000.0
Purchased options,2016-12-31,2758529000000.0
Purchased options,2017-03-31,2810259000000.0
Purchased options,2017-06-30,2910563000000.0
Purchased options,2017-09-30,3024674000000.0
Purchased options,2017-12-31,2994855000000.0
Purchased options,2018-03-31,3237165000000.0
Purchased options,2018-06-30,3350590000000.0
Purchased options,2018-09-30,3536978000000.0
Purchased options,2018-12-31,3159934000000.0
Purchased options,2019-03-31,3643448000000.0
Purchased options,2019-06-30,3539422000000.0
Purchased options,2019-09-30,3294579000000.0
Purchased options,2019-12-31,3190683000000.0
Purchased options,2020-03-31,3196310000000.0
Purchased options,2020-06-30,3012608000000.0
Purchased options,2020-09-30,2952494000000.0
Purchased options,2020-12-31,2897064000000.0
Purchased options,2021-03-31,3003424000000.0
Purchased options,2021-06-30,3017971000000.0
Purchased options,2021-09-30,2951364000000.0
Purchased options,2021-12-31,2678010000000.0
Purchased options,2022-03-31,2758571000000.0
Purchased options,2022-06-30,2606676000000.0
Purchased options,2022-09-30,2541418000000.0
Purchased options,2022-12-31,2736353000000.0
Purchased options,2023-03-31,3121884000000.0
Purchased options,2005-03-31,452821000000.0
Purchased options,2005-09-30,435772000000.0
Purchased options,2007-12-31,905768000000.0
Purchased options,2008-03-31,1230842000000.0
Purchased options,2008-06-30,1240662000000.0
Purchased options,2008-09-30,1103032000000.0
Purchased options,2008-12-31,958551000000.0
Purchased options,2009-03-31,923375000000.0
Purchased options,2018-09-30,954758000000.0
Purchased options,2019-03-31,935601000000.0
Purchased options,2019-06-30,937176000000.0
Purchased options,2008-09-30,441765000000.0
Total gross notional amount of derivative contracts held for trading,2001-03-31,13457463000000.0
Total gross notional amount of derivative contracts held for trading,2001-06-30,14715414000000.0
Total gross notional amount of derivative contracts held for trading,2001-09-30,15251272000000.0
Total gross notional amount of derivative contracts held for trading,2001-12-31,20076151000000.0
Total gross notional amount of derivative contracts held for trading,2002-03-31,20081499000000.0
Total gross notional amount of derivative contracts held for trading,2002-06-30,22471841000000.0
Total gross notional amount of derivative contracts held for trading,2002-09-30,22992017000000.0
Total gross notional amount of derivative contracts held for trading,2002-12-31,24918995000000.0
Total gross notional amount of derivative contracts held for trading,2003-03-31,27052002000000.0
Total gross notional amount of derivative contracts held for trading,2003-06-30,28982862000000.0
Total gross notional amount of derivative contracts held for trading,2003-09-30,30194051000000.0
Total gross notional amount of derivative contracts held for trading,2003-12-31,32650953000000.0
Total gross notional amount of derivative contracts held for trading,2005-03-31,39740996000000.0
Total gross notional amount of derivative contracts held for trading,2006-03-31,44369115000000.0
Total gross notional amount of derivative contracts held for trading,2006-06-30,47404749000000.0
Total gross notional amount of derivative contracts held for trading,2006-09-30,50982648000000.0
Total gross notional amount of derivative contracts held for trading,2006-12-31,53838507000000.0
Total gross notional amount of derivative contracts held for trading,2007-03-31,58262171000000.0
Total gross notional amount of derivative contracts held for trading,2007-06-30,65184161000000.0
Total gross notional amount of derivative contracts held for trading,2007-09-30,75137030000000.0
Total gross notional amount of derivative contracts held for trading,2007-12-31,67586256000000.0
Total gross notional amount of derivative contracts held for trading,2008-03-31,71587786000000.0
Total gross notional amount of derivative contracts held for trading,2008-06-30,73154225000000.0
Total gross notional amount of derivative contracts held for trading,2008-09-30,67479972000000.0
Total gross notional amount of derivative contracts held for trading,2008-12-31,69850434000000.0
Total gross notional amount of derivative contracts held for trading,2009-03-31,65047861000000.0
Total gross notional amount of derivative contracts held for trading,2009-06-30,64503856000000.0
Total gross notional amount of derivative contracts held for trading,2009-09-30,63747101000000.0
Total gross notional amount of derivative contracts held for trading,2009-12-31,63382511000000.0
Total gross notional amount of derivative contracts held for trading,2010-03-31,61677029000000.0
Total gross notional amount of derivative contracts held for trading,2010-06-30,60658449000000.0
Total gross notional amount of derivative contracts held for trading,2010-09-30,62079066000000.0
Total gross notional amount of derivative contracts held for trading,2010-12-31,62929023000000.0
Total gross notional amount of derivative contracts held for trading,2011-03-31,62674345000000.0
Total gross notional amount of derivative contracts held for trading,2011-06-30,60893956000000.0
Total gross notional amount of derivative contracts held for trading,2011-09-30,57560378000000.0
Total gross notional amount of derivative contracts held for trading,2011-12-31,53221718000000.0
Total gross notional amount of derivative contracts held for trading,2012-03-31,53999044000000.0
Total gross notional amount of derivative contracts held for trading,2012-06-30,51902567000000.0
Total gross notional amount of derivative contracts held for trading,2012-09-30,53095790000000.0
Total gross notional amount of derivative contracts held for trading,2012-12-31,51551761000000.0
Total gross notional amount of derivative contracts held for trading,2013-03-31,52075732000000.0
Total gross notional amount of derivative contracts held for trading,2013-06-30,53824296000000.0
Total gross notional amount of derivative contracts held for trading,2013-09-30,55378240000000.0
Total gross notional amount of derivative contracts held for trading,2013-12-31,53919103000000.0
Total gross notional amount of derivative contracts held for trading,2014-03-31,51545226000000.0
Total gross notional amount of derivative contracts held for trading,2014-06-30,51938052000000.0
Total gross notional amount of derivative contracts held for trading,2014-09-30,48794548000000.0
Total gross notional amount of derivative contracts held for trading,2014-12-31,47415807000000.0
Total gross notional amount of derivative contracts held for trading,2015-03-31,41061543000000.0
Total gross notional amount of derivative contracts held for trading,2018-09-30,42335354000000.0
Total gross notional amount of derivative contracts held for trading,2019-03-31,43032044000000.0
Total gross notional amount of derivative contracts held for trading,2019-06-30,39504719000000.0
Total gross notional amount of derivative contracts held for trading,2019-12-31,32496491000000.0
Total gross notional amount of derivative contracts held for trading,2020-03-31,42859041000000.0
Total gross notional amount of derivative contracts held for trading,2020-12-31,30745627000000.0
Total gross notional amount of derivative contracts held for trading,2022-03-31,41737991000000.0
Total gross notional amount of derivative contracts held for trading,2023-03-31,41272013000000.0
Total gross notional amount of derivative contracts held for trading,2004-12-31,3402485000000.0
Total gross notional amount of derivative contracts held for trading,2005-12-31,3767946000000.0
Total gross notional amount of derivative contracts held for trading,2006-03-31,4095728000000.0
Total gross notional amount of derivative contracts held for trading,2006-06-30,4253309000000.0
Total gross notional amount of derivative contracts held for trading,2006-09-30,4187662000000.0
Total gross notional amount of derivative contracts held for trading,2006-12-31,4301968000000.0
Total gross notional amount of derivative contracts held for trading,2007-03-31,4599948000000.0
Total gross notional amount of derivative contracts held for trading,2007-06-30,4868589000000.0
Total gross notional amount of derivative contracts held for trading,2007-09-30,6000170000000.0
Total gross notional amount of derivative contracts held for trading,2009-06-30,6237232000000.0
Total gross notional amount of derivative contracts held for trading,2022-03-31,13437156000000.0
Total gross notional amount of derivative contracts held for trading,2022-09-30,13236876000000.0
Total gross notional amount of derivative contracts held for trading,2023-03-31,13620159000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2001-06-30,202850000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2002-03-31,222201000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2002-06-30,183021000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2002-09-30,203493000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2002-12-31,212043000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2003-03-31,326583000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2003-06-30,204342000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2004-09-30,86867000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2005-03-31,53458000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2007-06-30,51173000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2007-09-30,58600000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2007-12-31,35785000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2008-06-30,25797000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2008-12-31,47248000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2009-03-31,60262000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2009-06-30,59395000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2009-09-30,62004000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2009-12-31,67588000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2011-03-31,446874000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2011-06-30,458067000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2011-09-30,570608000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2011-12-31,486601000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2012-03-31,443117000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2012-06-30,501907000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2012-09-30,531694000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2012-12-31,537938000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2013-03-31,585613000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2013-06-30,657102000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2013-09-30,561914000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2013-12-31,536821000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2014-03-31,440499000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2014-06-30,425923000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2014-09-30,483206000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2014-12-31,576011000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2015-03-31,490507000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2015-06-30,211958000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2015-09-30,213895000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2015-12-31,335001000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2016-03-31,352392000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2016-06-30,258539000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2016-09-30,238784000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2016-12-31,236267000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2017-03-31,225395000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2017-06-30,218393000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2017-09-30,205365000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2017-12-31,178507000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2019-03-31,173943000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2019-06-30,221306000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2019-09-30,351096000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2019-12-31,341109000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2020-03-31,347564000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2020-06-30,345557000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2020-09-30,396619000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2020-12-31,412752000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2021-03-31,353388000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2021-06-30,321523000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2021-09-30,348448000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2021-12-31,291745000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2022-03-31,300939000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2022-06-30,265140000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2022-09-30,263969000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2022-12-31,337084000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2023-03-31,369810000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2007-06-30,27418000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2007-09-30,29839000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2007-12-31,42556000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2009-06-30,33536000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2009-12-31,37373000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2010-03-31,36120000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2012-12-31,170065000000.0
Total gross notional amount of derivative contracts held for purposes other than trading,2013-03-31,242596000000.0
Gross positive fair value,2001-03-31,120627000000.0
Gross positive fair value,2001-06-30,118334000000.0
Gross positive fair value,2001-09-30,167596000000.0
Gross positive fair value,2001-12-31,271837000000.0
Gross positive fair value,2002-03-31,230416000000.0
Gross positive fair value,2002-06-30,305189000000.0
Gross positive fair value,2002-09-30,486439000000.0
Gross positive fair value,2002-12-31,525891000000.0
Gross positive fair value,2003-03-31,561709000000.0
Gross positive fair value,2003-06-30,650422000000.0
Gross positive fair value,2003-09-30,576768000000.0
Gross positive fair value,2003-12-31,511795000000.0
Gross positive fair value,2004-03-31,603068000000.0
Gross positive fair value,2004-06-30,451385000000.0
Gross positive fair value,2004-09-30,539595000000.0
Gross positive fair value,2004-12-31,612790000000.0
Gross positive fair value,2005-03-31,576329000000.0
Gross positive fair value,2005-06-30,731401000000.0
Gross positive fair value,2005-09-30,630786000000.0
Gross positive fair value,2005-12-31,551324000000.0
Gross positive fair value,2006-03-31,507669000000.0
Gross positive fair value,2006-06-30,518036000000.0
Gross positive fair value,2006-09-30,450410000000.0
Gross positive fair value,2006-12-31,423992000000.0
Gross positive fair value,2007-03-31,418885000000.0
Gross positive fair value,2007-06-30,501676000000.0
Gross positive fair value,2007-09-30,464387000000.0
Gross positive fair value,2007-12-31,581874000000.0
Gross positive fair value,2008-03-31,847470000000.0
Gross positive fair value,2008-06-30,823958000000.0
Gross positive fair value,2008-09-30,626764000000.0
Gross positive fair value,2008-12-31,1768620000000.0
Gross positive fair value,2009-03-31,1638738000000.0
Gross positive fair value,2009-06-30,1242171000000.0
Gross positive fair value,2009-09-30,1347407000000.0
Gross positive fair value,2009-12-31,1148311000000.0
Gross positive fair value,2010-03-31,1131954000000.0
Gross positive fair value,2010-06-30,1395740000000.0
Gross positive fair value,2010-09-30,1551875000000.0
Gross positive fair value,2010-12-31,1122293000000.0
Gross positive fair value,2011-03-31,930045000000.0
Gross positive fair value,2011-06-30,991763000000.0
Gross positive fair value,2011-09-30,1471073000000.0
Gross positive fair value,2011-12-31,1426526000000.0
Gross positive fair value,2012-03-31,1255573000000.0
Gross positive fair value,2012-06-30,1362720000000.0
Gross positive fair value,2012-09-30,1347348000000.0
Gross positive fair value,2012-12-31,1290392000000.0
Gross positive fair value,2013-03-31,1136225000000.0
Gross positive fair value,2013-06-30,955884000000.0
Gross positive fair value,2013-09-30,919718000000.0
Gross positive fair value,2013-12-31,845749000000.0
Gross positive fair value,2014-03-31,761148000000.0
Gross positive fair value,2014-06-30,814671000000.0
Gross positive fair value,2014-09-30,812847000000.0
Gross positive fair value,2014-12-31,942616000000.0
Gross positive fair value,2015-03-31,892615000000.0
Gross positive fair value,2015-06-30,665596000000.0
Gross positive fair value,2015-09-30,748426000000.0
Gross positive fair value,2015-12-31,677630000000.0
Gross positive fair value,2016-03-31,860373000000.0
Gross positive fair value,2016-06-30,932309000000.0
Gross positive fair value,2016-09-30,846117000000.0
Gross positive fair value,2016-12-31,606949000000.0
Gross positive fair value,2017-03-31,552482000000.0
Gross positive fair value,2017-06-30,525021000000.0
Gross positive fair value,2017-09-30,476944000000.0
Gross positive fair value,2017-12-31,318588000000.0
Gross positive fair value,2018-03-31,308902000000.0
Gross positive fair value,2018-06-30,286676000000.0
Gross positive fair value,2018-09-30,270213000000.0
Gross positive fair value,2018-12-31,276929000000.0
Gross positive fair value,2019-03-31,302369000000.0
Gross positive fair value,2019-06-30,346895000000.0
Gross positive fair value,2019-09-30,391791000000.0
Gross positive fair value,2019-12-31,331955000000.0
Gross positive fair value,2020-03-31,427462000000.0
Gross positive fair value,2020-06-30,450604000000.0
Gross positive fair value,2020-09-30,446613000000.0
Gross positive fair value,2020-12-31,451957000000.0
Gross positive fair value,2021-03-31,379081000000.0
Gross positive fair value,2021-06-30,371167000000.0
Gross positive fair value,2021-09-30,319849000000.0
Gross positive fair value,2021-12-31,310967000000.0
Gross positive fair value,2022-03-31,314027000000.0
Gross positive fair value,2022-06-30,319094000000.0
Gross positive fair value,2022-09-30,349290000000.0
Gross positive fair value,2022-12-31,357235000000.0
Gross positive fair value,2023-03-31,338639000000.0
Gross positive fair value,2003-12-31,82536000000.0
Gross positive fair value,2004-12-31,99127000000.0
Gross positive fair value,2007-03-31,142338000000.0
Gross positive fair value,2007-06-30,84630000000.0
Gross positive fair value,2007-09-30,105744000000.0
Gross positive fair value,2007-12-31,104366000000.0
Gross positive fair value,2008-03-31,181255000000.0
Gross positive fair value,2008-06-30,148190000000.0
Gross positive fair value,2008-09-30,180087000000.0
Gross positive fair value,2008-12-31,274299000000.0
Gross positive fair value,2009-03-31,185781000000.0
Gross positive fair value,2009-06-30,151775000000.0
Gross positive fair value,2009-12-31,142868000000.0
Gross positive fair value,2010-03-31,128005000000.0
Gross positive fair value,2010-06-30,158766000000.0
Gross positive fair value,2010-09-30,188989000000.0
Gross positive fair value,2010-12-31,165740000000.0
Gross positive fair value,2011-06-30,156151000000.0
Gross positive fair value,2011-09-30,218505000000.0
Gross positive fair value,2011-12-31,164410000000.0
Gross positive fair value,2012-03-31,139905000000.0
Gross positive fair value,2012-06-30,131808000000.0
Gross positive fair value,2012-09-30,152341000000.0
Gross positive fair value,2012-12-31,146278000000.0
Gross positive fair value,2013-03-31,137109000000.0
Gross positive fair value,2013-06-30,141547000000.0
Gross positive fair value,2013-09-30,132283000000.0
Gross positive fair value,2013-12-31,152987000000.0
Gross positive fair value,2014-03-31,122480000000.0
Gross positive fair value,2014-06-30,112621000000.0
Gross positive fair value,2014-09-30,206221000000.0
Gross positive fair value,2014-12-31,211523000000.0
Gross positive fair value,2015-03-31,225073000000.0
Gross positive fair value,2015-06-30,175422000000.0
Gross positive fair value,2015-09-30,186449000000.0
Gross positive fair value,2015-12-31,180371000000.0
Gross positive fair value,2016-03-31,210226000000.0
Gross positive fair value,2016-06-30,230953000000.0
Gross positive fair value,2016-09-30,166862000000.0
Gross positive fair value,2016-12-31,233835000000.0
Gross positive fair value,2017-03-31,164519000000.0
Gross positive fair value,2017-06-30,174199000000.0
Gross positive fair value,2017-09-30,168093000000.0
Gross positive fair value,2018-06-30,195143000000.0
Gross positive fair value,2018-09-30,188128000000.0
Gross positive fair value,2018-12-31,167853000000.0
Gross positive fair value,2019-03-31,150725000000.0
Gross positive fair value,2019-06-30,145632000000.0
Gross positive fair value,2019-09-30,164922000000.0
Gross positive fair value,2019-12-31,140451000000.0
Gross positive fair value,2020-03-31,244732000000.0
Gross positive fair value,2020-06-30,167172000000.0
Gross positive fair value,2020-12-31,205116000000.0
Gross positive fair value,2021-03-31,185851000000.0
Gross positive fair value,2021-06-30,156270000000.0
Gross positive fair value,2021-09-30,161771000000.0
Gross positive fair value,2021-12-31,169448000000.0
Gross positive fair value,2022-03-31,209647000000.0
Gross positive fair value,2022-06-30,260818000000.0
Gross positive fair value,2022-09-30,351588000000.0
Gross positive fair value,2022-12-31,239868000000.0
Gross positive fair value,2023-03-31,186519000000.0
Gross positive fair value,2020-03-31,108347000000.0
Gross positive fair value,2020-09-30,85217000000.0
Gross positive fair value,2020-12-31,89392000000.0
Gross positive fair value,2021-03-31,85472000000.0
Gross positive fair value,2021-06-30,80253000000.0
Gross positive fair value,2008-06-30,91825000000.0
Gross positive fair value,2022-03-31,85571000000.0
Gross positive fair value,2007-12-31,115151000000.0
Gross positive fair value,2008-03-31,231991000000.0
Gross positive fair value,2008-06-30,206825000000.0
Gross positive fair value,2008-09-30,316653000000.0
Gross positive fair value,2008-12-31,518492000000.0
Gross positive fair value,2009-03-31,499114000000.0
Gross positive fair value,2009-06-30,265289000000.0
Gross positive fair value,2009-09-30,155871000000.0
Gross positive fair value,2009-12-31,117283000000.0
Gross positive fair value,2010-03-31,101471000000.0
Gross positive fair value,2010-06-30,125367000000.0
Gross positive fair value,2010-09-30,99256000000.0
Gross positive fair value,2010-12-31,84156000000.0
Gross positive fair value,2011-06-30,83325000000.0
Gross positive fair value,2011-09-30,177629000000.0
Gross positive fair value,2011-12-31,148686000000.0
Gross positive fair value,2012-03-31,94453000000.0
Gross positive fair value,2012-06-30,112251000000.0
Gross negative fair value,2001-03-31,121621000000.0
Gross negative fair value,2001-06-30,114609000000.0
Gross negative fair value,2001-09-30,166260000000.0
Gross negative fair value,2001-12-31,259631000000.0
Gross negative fair value,2002-03-31,219997000000.0
Gross negative fair value,2002-06-30,298062000000.0
Gross negative fair value,2002-09-30,475920000000.0
Gross negative fair value,2002-12-31,513789000000.0
Gross negative fair value,2003-03-31,545179000000.0
Gross negative fair value,2003-06-30,633392000000.0
Gross negative fair value,2003-09-30,562846000000.0
Gross negative fair value,2003-12-31,500842000000.0
Gross negative fair value,2004-03-31,590235000000.0
Gross negative fair value,2004-06-30,440425000000.0
Gross negative fair value,2004-09-30,525442000000.0
Gross negative fair value,2004-12-31,595051000000.0
Gross negative fair value,2005-03-31,554206000000.0
Gross negative fair value,2005-06-30,714519000000.0
Gross negative fair value,2005-09-30,615040000000.0
Gross negative fair value,2005-12-31,536545000000.0
Gross negative fair value,2006-03-31,494436000000.0
Gross negative fair value,2006-06-30,502510000000.0
Gross negative fair value,2006-09-30,433777000000.0
Gross negative fair value,2006-12-31,408812000000.0
Gross negative fair value,2007-03-31,402342000000.0
Gross negative fair value,2007-06-30,487252000000.0
Gross negative fair value,2007-09-30,448534000000.0
Gross negative fair value,2007-12-31,579750000000.0
Gross negative fair value,2008-03-31,815110000000.0
Gross negative fair value,2008-06-30,760330000000.0
Gross negative fair value,2008-09-30,613013000000.0
Gross negative fair value,2008-12-31,1731570000000.0
Gross negative fair value,2009-03-31,1601226000000.0
Gross negative fair value,2009-06-30,1209696000000.0
Gross negative fair value,2009-09-30,1314500000000.0
Gross negative fair value,2009-12-31,1119599000000.0
Gross negative fair value,2010-03-31,1101790000000.0
Gross negative fair value,2010-06-30,1361866000000.0
Gross negative fair value,2010-09-30,1517120000000.0
Gross negative fair value,2010-12-31,1093673000000.0
Gross negative fair value,2011-03-31,900152000000.0
Gross negative fair value,2011-06-30,964862000000.0
Gross negative fair value,2011-09-30,1439049000000.0
Gross negative fair value,2011-12-31,1396955000000.0
Gross negative fair value,2012-03-31,1224232000000.0
Gross negative fair value,2012-06-30,1328805000000.0
Gross negative fair value,2012-09-30,1312572000000.0
Gross negative fair value,2012-12-31,1253501000000.0
Gross negative fair value,2013-03-31,1100845000000.0
Gross negative fair value,2013-06-30,925456000000.0
Gross negative fair value,2013-09-30,888259000000.0
Gross negative fair value,2013-12-31,816965000000.0
Gross negative fair value,2014-03-31,729781000000.0
Gross negative fair value,2014-06-30,782817000000.0
Gross negative fair value,2014-09-30,783042000000.0
Gross negative fair value,2014-12-31,914023000000.0
Gross negative fair value,2015-03-31,861436000000.0
Gross negative fair value,2015-06-30,631560000000.0
Gross negative fair value,2015-09-30,710938000000.0
Gross negative fair value,2015-12-31,643765000000.0
Gross negative fair value,2016-03-31,825480000000.0
Gross negative fair value,2016-06-30,895894000000.0
Gross negative fair value,2016-09-30,807411000000.0
Gross negative fair value,2016-12-31,573872000000.0
Gross negative fair value,2017-03-31,518018000000.0
Gross negative fair value,2017-06-30,489578000000.0
Gross negative fair value,2017-09-30,443891000000.0
Gross negative fair value,2017-12-31,288671000000.0
Gross negative fair value,2018-03-31,277682000000.0
Gross negative fair value,2018-06-30,257414000000.0
Gross negative fair value,2018-09-30,239969000000.0
Gross negative fair value,2018-12-31,250495000000.0
Gross negative fair value,2019-03-31,274084000000.0
Gross negative fair value,2019-06-30,319772000000.0
Gross negative fair value,2019-09-30,364766000000.0
Gross negative fair value,2019-12-31,305181000000.0
Gross negative fair value,2020-03-31,406586000000.0
Gross negative fair value,2020-06-30,426617000000.0
Gross negative fair value,2020-09-30,414736000000.0
Gross negative fair value,2020-12-31,416956000000.0
Gross negative fair value,2021-03-31,344303000000.0
Gross negative fair value,2021-06-30,336837000000.0
Gross negative fair value,2021-09-30,284865000000.0
Gross negative fair value,2021-12-31,277048000000.0
Gross negative fair value,2022-03-31,277951000000.0
Gross negative fair value,2022-06-30,288929000000.0
Gross negative fair value,2022-09-30,324852000000.0
Gross negative fair value,2022-12-31,337315000000.0
Gross negative fair value,2023-03-31,318137000000.0
Gross negative fair value,2003-12-31,84408000000.0
Gross negative fair value,2004-12-31,102299000000.0
Gross negative fair value,2007-06-30,84044000000.0
Gross negative fair value,2007-09-30,108414000000.0
Gross negative fair value,2007-12-31,102921000000.0
Gross negative fair value,2008-03-31,179616000000.0
Gross negative fair value,2008-06-30,126332000000.0
Gross negative fair value,2008-09-30,173487000000.0
Gross negative fair value,2008-12-31,280306000000.0
Gross negative fair value,2009-03-31,191556000000.0
Gross negative fair value,2009-06-30,157839000000.0
Gross negative fair value,2009-09-30,174283000000.0
Gross negative fair value,2009-12-31,144617000000.0
Gross negative fair value,2010-03-31,137901000000.0
Gross negative fair value,2010-06-30,169953000000.0
Gross negative fair value,2010-09-30,194784000000.0
