Label,Date,Value
Credit (non-investment grade reference asset),2015-09-30,499451000000.0
Credit (non-investment grade reference asset),2015-12-31,427698000000.0
Credit (non-investment grade reference asset),2016-03-31,454057000000.0
Credit (non-investment grade reference asset),2016-06-30,329774000000.0
Credit (non-investment grade reference asset),2016-09-30,317342000000.0
Credit (non-investment grade reference asset),2016-12-31,269951000000.0
Credit (non-investment grade reference asset),2017-03-31,403136000000.0
Credit (non-investment grade reference asset),2017-06-30,335965000000.0
Credit (non-investment grade reference asset),2017-09-30,330901000000.0
Credit (non-investment grade reference asset),2017-12-31,275348000000.0
Credit (non-investment grade reference asset),2018-03-31,217381000000.0
Credit (non-investment grade reference asset),2018-06-30,201625000000.0
Credit (non-investment grade reference asset),2018-09-30,190553000000.0
Credit (non-investment grade reference asset),2022-06-30,213500000000.0
Credit (non-investment grade reference asset),2022-12-31,14942000000.0
Credit (non-investment grade reference asset),2022-03-31,232239000000.0
Credit (non-investment grade reference asset),2017-09-30,165672000000.0
Credit (non-investment grade reference asset),2018-06-30,187277000000.0
Credit (non-investment grade reference asset),2018-09-30,198062000000.0
Credit (non-investment grade reference asset),2019-09-30,101559000000.0
Credit (non-investment grade reference asset),2020-09-30,160728000000.0
Credit (non-investment grade reference asset),2016-06-30,2176000000.0
Credit (non-investment grade reference asset),2017-06-30,10257000000.0
Credit (non-investment grade reference asset),2022-06-30,1227000000.0
Credit (non-investment grade reference asset),2022-12-31,1013000000.0
Equity,2015-12-31,777667000000.0
Equity,2017-03-31,990739000000.0
Equity,2017-06-30,980161000000.0
Equity,2017-09-30,895074000000.0
Equity,2017-12-31,1019437000000.0
Equity,2018-03-31,1193320000000.0
Equity,2018-06-30,1140117000000.0
Equity,2018-09-30,1190893000000.0
Equity,2018-12-31,981932000000.0
Equity,2019-03-31,1111606000000.0
Equity,2019-06-30,1128924000000.0
Equity,2019-09-30,1118480000000.0
Equity,2019-12-31,1393452000000.0
Equity,2020-03-31,1277909000000.0
Equity,2020-06-30,1218218000000.0
Equity,2020-09-30,1412727000000.0
Equity,2020-12-31,1432282000000.0
Equity,2021-03-31,1557310000000.0
Equity,2021-06-30,1748399000000.0
Equity,2021-09-30,1842650000000.0
Equity,2021-12-31,1779032000000.0
Equity,2022-03-31,1942513000000.0
Equity,2022-06-30,1859676000000.0
Equity,2022-09-30,1842508000000.0
Equity,2022-12-31,1787177000000.0
Equity,2023-03-31,2062748000000.0
Equity,2015-03-31,272675000000.0
Equity,2015-06-30,302572000000.0
Equity,2015-12-31,316470000000.0
Equity,2022-12-31,45020000000.0
Equity,2015-03-31,181005000000.0
Equity,2015-09-30,186102000000.0
Equity,2017-12-31,531787000000.0
Equity,2018-12-31,566532000000.0
Equity,2022-03-31,901488000000.0
Equity,2023-03-31,1059851000000.0
Equity,2019-03-31,160314000000.0
Equity,2019-06-30,163918000000.0
Equity,2017-06-30,10594000000.0
Equity,2019-09-30,9505000000.0
Precious metals (except gold),2015-03-31,15946000000.0
Precious metals (except gold),2015-06-30,18890000000.0
Precious metals (except gold),2015-09-30,15751000000.0
Precious metals (except gold),2015-12-31,11662000000.0
Precious metals (except gold),2016-03-31,13969000000.0
Precious metals (except gold),2016-06-30,13411580000.0
Precious metals (except gold),2016-09-30,17993310000.0
Precious metals (except gold),2016-12-31,12123220000.0
Precious metals (except gold),2017-06-30,19703000000.0
Precious metals (except gold),2017-09-30,21427000000.0
Precious metals (except gold),2017-12-31,14530000000.0
Precious metals (except gold),2018-06-30,21249000000.0
Precious metals (except gold),2018-12-31,14765000000.0
Precious metals (except gold),2019-09-30,20435000000.0
Precious metals (except gold),2019-12-31,35469000000.0
Precious metals (except gold),2020-03-31,27887000000.0
Precious metals (except gold),2020-06-30,27170000000.0
Precious metals (except gold),2020-09-30,38172000000.0
Precious metals (except gold),2020-12-31,39161000000.0
Precious metals (except gold),2021-03-31,33335000000.0
Precious metals (except gold),2021-06-30,36711000000.0
Precious metals (except gold),2021-09-30,25989000000.0
Precious metals (except gold),2021-12-31,27037000000.0
Precious metals (except gold),2022-03-31,305878000000.0
Precious metals (except gold),2022-06-30,226021000000.0
Precious metals (except gold),2022-09-30,196829000000.0
Precious metals (except gold),2022-12-31,182624000000.0
Precious metals (except gold),2023-03-31,226857000000.0
Precious metals (except gold),2015-03-31,2586000000.0
Precious metals (except gold),2015-09-30,1804000000.0
Precious metals (except gold),2015-12-31,1747000000.0
Precious metals (except gold),2016-03-31,2008000000.0
Precious metals (except gold),2017-12-31,456000000.0
Precious metals (except gold),2020-09-30,1198000000.0
Precious metals (except gold),2021-09-30,1623000000.0
Precious metals (except gold),2022-03-31,24222000000.0
Precious metals (except gold),2022-06-30,22469000000.0
Precious metals (except gold),2023-03-31,26214000000.0
Precious metals (except gold),2015-09-30,46000000.0
Precious metals (except gold),2015-12-31,63000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2004-03-31,31096000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2004-06-30,31503000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2004-09-30,29008000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2005-09-30,3939000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2006-12-31,10574000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2007-03-31,21332000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2007-06-30,35601000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2008-12-31,57206000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2009-03-31,57761000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2009-06-30,30966000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2009-09-30,24566000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2011-03-31,19629000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2011-06-30,23477000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2014-09-30,21026000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2019-03-31,2984000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2019-06-30,2320000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2019-09-30,1649000000.0
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2023-03-31,291000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2001-03-31,112394000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2001-06-30,113924000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2001-09-30,114404000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2003-12-31,136496000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2004-12-31,149845000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2005-03-31,155364000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2006-03-31,163635000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2006-06-30,193840000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2006-09-30,193047000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2006-12-31,203537000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2007-03-31,201767000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2007-06-30,224104000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2021-09-30,408198000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2022-03-31,433903000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2022-06-30,420265000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2022-09-30,423033000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2022-12-31,426209000000.0
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2023-03-31,429267000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2001-03-31,9866000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2001-06-30,10064000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2001-09-30,13359000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2001-12-31,13826000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2002-03-31,16350000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2002-09-30,20725000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2009-09-30,64787000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2009-12-31,80089000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2010-03-31,72290000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2010-12-31,63857000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2011-03-31,72609000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2011-06-30,70682000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2011-09-30,64981000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2011-12-31,68126000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2013-03-31,55643000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2014-12-31,51793000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2017-03-31,20017000000.0
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2022-03-31,56894000000.0
Foreign governments and official institutions (including foreign central banks),2003-12-31,15430000000.0
Foreign governments and official institutions (including foreign central banks),2004-06-30,22591000000.0
Foreign governments and official institutions (including foreign central banks),2004-09-30,20742000000.0
Foreign governments and official institutions (including foreign central banks),2004-12-31,18138000000.0
Foreign governments and official institutions (including foreign central banks),2005-03-31,21974000000.0
Foreign governments and official institutions (including foreign central banks),2005-06-30,17916000000.0
Foreign governments and official institutions (including foreign central banks),2005-09-30,17192000000.0
Foreign governments and official institutions (including foreign central banks),2005-12-31,15486000000.0
Foreign governments and official institutions (including foreign central banks),2006-03-31,22295000000.0
Foreign governments and official institutions (including foreign central banks),2006-12-31,28848000000.0
Foreign governments and official institutions (including foreign central banks),2007-03-31,26368000000.0
Foreign governments and official institutions (including foreign central banks),2007-06-30,34250000000.0
Foreign governments and official institutions (including foreign central banks),2007-12-31,41710000000.0
Foreign governments and official institutions (including foreign central banks),2008-06-30,39514000000.0
Foreign governments and official institutions (including foreign central banks),2008-12-31,43493000000.0
Foreign governments and official institutions (including foreign central banks),2009-03-31,39157000000.0
Foreign governments and official institutions (including foreign central banks),2009-06-30,38396000000.0
Foreign governments and official institutions (including foreign central banks),2009-09-30,37340000000.0
Foreign governments and official institutions (including foreign central banks),2009-12-31,37713000000.0
Foreign governments and official institutions (including foreign central banks),2011-03-31,29793000000.0
Foreign governments and official institutions (including foreign central banks),2012-03-31,31692000000.0
Foreign governments and official institutions (including foreign central banks),2012-06-30,32637000000.0
Foreign governments and official institutions (including foreign central banks),2012-09-30,35384000000.0
Foreign governments and official institutions (including foreign central banks),2012-12-31,31967000000.0
Foreign governments and official institutions (including foreign central banks),2013-06-30,27329000000.0
Foreign governments and official institutions (including foreign central banks),2013-12-31,38664000000.0
Foreign governments and official institutions (including foreign central banks),2014-03-31,37899000000.0
Foreign governments and official institutions (including foreign central banks),2014-06-30,40084000000.0
Foreign governments and official institutions (including foreign central banks),2014-09-30,41180000000.0
Foreign governments and official institutions (including foreign central banks),2014-12-31,39314000000.0
Foreign governments and official institutions (including foreign central banks),2015-03-31,45028000000.0
Foreign governments and official institutions (including foreign central banks),2015-06-30,27695000000.0
Foreign governments and official institutions (including foreign central banks),2015-09-30,26713000000.0
Foreign governments and official institutions (including foreign central banks),2016-09-30,17185000000.0
Foreign governments and official institutions (including foreign central banks),2016-12-31,14566000000.0
Foreign governments and official institutions (including foreign central banks),2017-12-31,20736000000.0
Foreign governments and official institutions (including foreign central banks),2018-03-31,28488000000.0
Foreign governments and official institutions (including foreign central banks),2018-06-30,22778000000.0
Foreign governments and official institutions (including foreign central banks),2019-03-31,24042000000.0
Foreign governments and official institutions (including foreign central banks),2019-06-30,29278000000.0
Foreign governments and official institutions (including foreign central banks),2019-09-30,23742000000.0
Foreign governments and official institutions (including foreign central banks),2020-06-30,32774000000.0
Foreign governments and official institutions (including foreign central banks),2020-12-31,29779000000.0
Foreign governments and official institutions (including foreign central banks),2021-03-31,36130000000.0
Foreign governments and official institutions (including foreign central banks),2021-09-30,33013000000.0
Foreign governments and official institutions (including foreign central banks),2021-12-31,29110000000.0
Foreign governments and official institutions (including foreign central banks),2022-03-31,34275000000.0
Foreign governments and official institutions (including foreign central banks),2022-06-30,36370000000.0
Foreign governments and official institutions (including foreign central banks),2022-09-30,39591000000.0
Foreign governments and official institutions (including foreign central banks),2023-03-31,34922000000.0
Foreign governments and official institutions (including foreign central banks),2019-09-30,8964000000.0
Foreign governments and official institutions (including foreign central banks),2020-03-31,14884000000.0
Foreign governments and official institutions (including foreign central banks),2020-06-30,19304000000.0
Foreign governments and official institutions (including foreign central banks),2020-09-30,16686000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2001-03-31,5714000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2003-09-30,5190000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2004-03-31,4610000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2006-12-31,9509000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2010-06-30,23952000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2010-09-30,23044000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2010-12-31,21432000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2011-03-31,29626000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2011-06-30,30867000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2011-12-31,23392000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2020-09-30,26743000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2021-03-31,28255000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2021-06-30,28980000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2021-09-30,30618000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2022-03-31,29877000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2022-09-30,29181000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2022-12-31,28363000000.0
"Total IBF liabilities (component of Schedule RC, item 21)",2023-03-31,29402000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2002-06-30,40044000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2003-12-31,30240000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2004-03-31,30948000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2004-09-30,30292000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2006-03-31,45398000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2006-06-30,49323000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2009-03-31,66907000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2010-03-31,53594000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2013-06-30,110878000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2013-09-30,110777000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2020-09-30,98448000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2021-03-31,121534000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2021-06-30,123916000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2021-12-31,123654000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2022-03-31,126059000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2022-06-30,126891000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2022-12-31,122271000000.0
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2023-03-31,126343000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2001-09-30,106501000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2004-12-31,132858000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2005-06-30,134296000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2005-09-30,145002000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2005-12-31,147135000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2006-03-31,155681000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2006-06-30,169788000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2006-09-30,175374000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2006-12-31,184318000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2007-03-31,191029000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2007-06-30,202309000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2011-09-30,368310000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2011-12-31,361037000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2022-03-31,389693000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2022-06-30,402155000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2022-09-30,393266000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2022-12-31,397211000000.0
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2023-03-31,404249000000.0
In foreign offices,2001-03-31,4000000.0
In foreign offices,2001-06-30,4000000.0
In foreign offices,2001-09-30,3000000.0
In foreign offices,2001-12-31,3000000.0
In foreign offices,2002-03-31,3000000.0
In foreign offices,2009-03-31,4000000.0
In foreign offices,2009-06-30,4000000.0
In foreign offices,2009-09-30,5000000.0
In foreign offices,2009-12-31,5000000.0
In foreign offices,2010-03-31,5000000.0
In foreign offices,2010-06-30,5000000.0
In foreign offices,2019-06-30,25000000.0
In foreign offices,2019-12-31,25000000.0
In foreign offices,2020-03-31,25000000.0
In foreign offices,2020-09-30,25000000.0
In foreign offices,2021-03-31,25000000.0
In foreign offices,2021-06-30,25000000.0
In foreign offices,2021-09-30,25000000.0
In foreign offices,2001-06-30,15000000.0
In foreign offices,2001-09-30,16000000.0
In foreign offices,2001-12-31,16000000.0
In foreign offices,2002-03-31,16000000.0
In foreign offices,2002-06-30,12000000.0
In foreign offices,2002-09-30,29000000.0
In foreign offices,2003-09-30,6000000.0
In foreign offices,2006-09-30,35000000.0
In foreign offices,2006-12-31,130000000.0
In foreign offices,2007-03-31,31000000.0
In foreign offices,2007-06-30,68000000.0
In foreign offices,2007-09-30,4000000.0
In foreign offices,2011-09-30,5000000.0
In foreign offices,2012-03-31,5000000.0
In foreign offices,2013-06-30,3000000.0
In foreign offices,2013-09-30,5000000.0
In foreign offices,2016-03-31,3000000.0
In foreign offices,2018-06-30,14000000.0
In foreign offices,2021-03-31,21000000.0
In foreign offices,2021-06-30,26000000.0
In foreign offices,2021-09-30,34000000.0
In foreign offices,2021-12-31,5000000.0
In foreign offices,2022-03-31,7000000.0
In foreign offices,2017-06-30,9000000.0
In foreign offices,2017-09-30,9000000.0
In foreign offices,2001-03-31,3000000.0
In foreign offices,2001-06-30,3000000.0
In foreign offices,2001-12-31,11000000.0
In foreign offices,2002-03-31,11000000.0
In foreign offices,2002-06-30,12000000.0
In foreign offices,2002-12-31,11000000.0
In foreign offices,2003-03-31,12000000.0
In foreign offices,2003-06-30,12000000.0
In foreign offices,2003-12-31,14000000.0
In foreign offices,2004-12-31,14000000.0
In foreign offices,2005-03-31,14000000.0
In foreign offices,2005-12-31,12000000.0
In foreign offices,2006-09-30,18000000.0
In foreign offices,2006-12-31,14000000.0
In foreign offices,2007-03-31,15000000.0
In foreign offices,2007-06-30,14000000.0
In foreign offices,2007-09-30,7000000.0
In foreign offices,2007-12-31,5000000.0
In foreign offices,2010-03-31,4000000.0
In foreign offices,2010-06-30,3000000.0
In foreign offices,2010-09-30,3000000.0
In foreign offices,2011-03-31,6000000.0
In foreign offices,2011-06-30,7000000.0
In foreign offices,2011-09-30,4000000.0
In foreign offices,2013-09-30,6000000.0
In foreign offices,2013-12-31,14000000.0
In foreign offices,2014-03-31,12000000.0
In foreign offices,2014-06-30,6000000.0
In foreign offices,2014-09-30,9000000.0
In foreign offices,2014-12-31,3000000.0
In foreign offices,2015-03-31,12000000.0
In foreign offices,2016-06-30,12000000.0
In foreign offices,2016-09-30,53000000.0
In foreign offices,2016-12-31,50000000.0
In foreign offices,2017-03-31,83000000.0
In foreign offices,2017-06-30,122000000.0
In foreign offices,2017-09-30,82000000.0
In foreign offices,2017-12-31,81000000.0
In foreign offices,2018-03-31,87000000.0
In foreign offices,2018-06-30,76000000.0
In foreign offices,2018-09-30,76000000.0
In foreign offices,2018-12-31,67000000.0
In foreign offices,2019-03-31,58000000.0
In foreign offices,2020-03-31,16000000.0
In foreign offices,2020-06-30,16000000.0
In foreign offices,2020-09-30,17000000.0
In foreign offices,2020-12-31,18000000.0
In foreign offices,2021-03-31,39000000.0
In foreign offices,2021-06-30,18000000.0
In foreign offices,2021-09-30,45000000.0
In foreign offices,2021-12-31,20000000.0
In foreign offices,2022-03-31,88000000.0
In foreign offices,2022-06-30,63000000.0
In foreign offices,2022-09-30,43000000.0
In foreign offices,2022-12-31,47000000.0
In foreign offices,2023-03-31,59000000.0
In foreign offices,2007-06-30,3000000.0
In foreign offices,2007-09-30,3000000.0
In foreign offices,2007-12-31,3000000.0
In foreign offices,2012-12-31,6000000.0
In foreign offices,2013-09-30,7000000.0
In foreign offices,2013-12-31,11000000.0
In foreign offices,2014-06-30,4000000.0
In foreign offices,2014-09-30,4000000.0
In foreign offices,2014-12-31,4000000.0
In foreign offices,2017-09-30,3000000.0
In foreign offices,2017-12-31,3000000.0
In foreign offices,2019-09-30,26000000.0
Noninterest-bearing,2001-03-31,5045000000.0
Noninterest-bearing,2006-09-30,5052000000.0
Noninterest-bearing,2001-03-31,52683000000.0
Noninterest-bearing,2001-06-30,56799000000.0
Noninterest-bearing,2004-06-30,88459000000.0
Noninterest-bearing,2007-06-30,123113000000.0
Noninterest-bearing,2007-09-30,117325000000.0
Noninterest-bearing,2008-09-30,195994000000.0
Noninterest-bearing,2009-03-31,202159000000.0
Noninterest-bearing,2009-12-31,205723000000.0
Noninterest-bearing,2010-06-30,210400000000.0
Noninterest-bearing,2010-09-30,221599000000.0
Noninterest-bearing,2010-12-31,230412000000.0
Noninterest-bearing,2011-03-31,245978000000.0
Noninterest-bearing,2011-06-30,290444000000.0
Noninterest-bearing,2011-09-30,325305000000.0
Noninterest-bearing,2012-03-31,345807000000.0
Noninterest-bearing,2012-06-30,350953000000.0
Noninterest-bearing,2014-06-30,423657000000.0
Noninterest-bearing,2014-09-30,446678000000.0
Noninterest-bearing,2014-12-31,444452000000.0
Noninterest-bearing,2015-03-31,449291000000.0
Noninterest-bearing,2015-06-30,436181000000.0
Noninterest-bearing,2020-03-31,476118000000.0
Noninterest-bearing,2020-06-30,534235000000.0
Noninterest-bearing,2020-09-30,544963000000.0
Noninterest-bearing,2020-12-31,576104000000.0
Noninterest-bearing,2021-03-31,635435000000.0
Noninterest-bearing,2021-06-30,655770000000.0
Noninterest-bearing,2021-09-30,690168000000.0
Noninterest-bearing,2021-12-31,716251000000.0
Noninterest-bearing,2022-03-31,725451000000.0
Noninterest-bearing,2022-06-30,717247000000.0
Noninterest-bearing,2022-09-30,694839000000.0
Noninterest-bearing,2022-12-31,648852000000.0
Noninterest-bearing,2023-03-31,667827000000.0
Interest-bearing,2005-03-31,148663000000.0
Interest-bearing,2006-03-31,156958000000.0
Interest-bearing,2006-06-30,186323000000.0
Interest-bearing,2006-09-30,187995000000.0
Interest-bearing,2006-12-31,195411000000.0
Interest-bearing,2001-03-31,78531000000.0
Interest-bearing,2001-06-30,81066000000.0
Interest-bearing,2001-09-30,82426000000.0
Interest-bearing,2001-12-31,89764000000.0
Interest-bearing,2002-03-31,85418000000.0
Interest-bearing,2013-03-31,539507000000.0
Interest-bearing,2013-09-30,572000000000.0
Interest-bearing,2014-12-31,669727000000.0
Interest-bearing,2015-03-31,666196000000.0
Interest-bearing,2015-09-30,636862000000.0
Interest-bearing,2015-12-31,681103000000.0
Interest-bearing,2016-03-31,749675000000.0
Interest-bearing,2016-06-30,757243000000.0
Interest-bearing,2016-09-30,817404000000.0
Interest-bearing,2016-12-31,830735000000.0
Interest-bearing,2019-03-31,929058000000.0
Interest-bearing,2019-09-30,930868000000.0
Interest-bearing,2019-12-31,955393000000.0
Interest-bearing,2020-03-31,1063057000000.0
Interest-bearing,2020-06-30,1172046000000.0
Interest-bearing,2020-09-30,1211906000000.0
Interest-bearing,2020-12-31,1297104000000.0
Interest-bearing,2021-03-31,1350979000000.0
Interest-bearing,2021-06-30,1355574000000.0
Interest-bearing,2021-09-30,1401047000000.0
Interest-bearing,2021-12-31,1436625000000.0
Interest-bearing,2022-03-31,1475667000000.0
Interest-bearing,2022-06-30,1411215000000.0
Interest-bearing,2022-09-30,1384492000000.0
Interest-bearing,2022-12-31,1365661000000.0
Interest-bearing,2023-03-31,1375819000000.0
Time deposits with a remaining maturity of one year or less,2003-06-30,31374000000.0
Time deposits with a remaining maturity of one year or less,2003-09-30,31699000000.0
Time deposits with a remaining maturity of one year or less,2005-12-31,37997000000.0
Time deposits with a remaining maturity of one year or less,2009-12-31,104399000000.0
Time deposits with a remaining maturity of one year or less,2010-03-31,87090000000.0
Time deposits with a remaining maturity of one year or less,2011-06-30,124533000000.0
Time deposits with a remaining maturity of one year or less,2011-09-30,102998000000.0
Time deposits with a remaining maturity of one year or less,2011-12-31,98466000000.0
Time deposits with a remaining maturity of one year or less,2012-03-31,101298000000.0
Time deposits with a remaining maturity of one year or less,2012-06-30,86455000000.0
Time deposits with a remaining maturity of one year or less,2013-03-31,109385000000.0
Time deposits with a remaining maturity of one year or less,2016-09-30,25238000000.0
Time deposits with a remaining maturity of one year or less,2016-12-31,30631000000.0
Time deposits with a remaining maturity of one year or less,2017-03-31,24844000000.0
Time deposits with a remaining maturity of one year or less,2017-06-30,28353000000.0
Time deposits with a remaining maturity of one year or less,2017-12-31,28506000000.0
Time deposits with a remaining maturity of one year or less,2018-03-31,27970000000.0
Time deposits with a remaining maturity of one year or less,2018-06-30,29373000000.0
"Individuals, partnerships, and corporations",2001-03-31,21884000000.0
"Individuals, partnerships, and corporations",2001-06-30,22105000000.0
"Individuals, partnerships, and corporations",2001-12-31,31189000000.0
"Individuals, partnerships, and corporations",2003-03-31,21727000000.0
"Individuals, partnerships, and corporations",2004-09-30,30319000000.0
"Individuals, partnerships, and corporations",2008-09-30,38042000000.0
"Individuals, partnerships, and corporations",2020-06-30,410553000000.0
"Individuals, partnerships, and corporations",2021-09-30,452435000000.0
"Individuals, partnerships, and corporations",2021-12-31,472403000000.0
